     ;pais                            ;anos ;quantidade ;valor    ;origem ;tipo
1791 ;Austrália                       ;2022 ;      1424 ;   12299 ;Brasil ;Vinhos de Mesa
1792 ;Áustria                         ;2022 ;         6 ;     212 ;Brasil ;Vinhos de Mesa
1793 ;Bahamas                         ;2022 ;      1215 ;    5799 ;Brasil ;Vinhos de Mesa
1794 ;Bangladesh                      ;2022 ;         7 ;      84 ;Brasil ;Vinhos de Mesa
1795 ;Barbados                        ;2022 ;       220 ;    1145 ;Brasil ;Vinhos de Mesa
1796 ;Barein                          ;2022 ;       979 ;    2789 ;Brasil ;Vinhos de Mesa
1797 ;Bélgica                         ;2022 ;       828 ;    6145 ;Brasil ;Vinhos de Mesa
1798 ;Belice                          ;2022 ;         0 ;       0 ;Brasil ;Vinhos de Mesa
1799 ;Benin                           ;2022 ;         0 ;       0 ;Brasil ;Vinhos de Mesa
1800 ;Bermudas                        ;2022 ;         0 ;       0 ;Brasil ;Vinhos de Mesa
1801 ;Bolívia                         ;2022 ;     32530 ;   49011 ;Brasil ;Vinhos de Mesa
1802 ;Bósnia-Herzegovina              ;2022 ;         0 ;       0 ;Brasil ;Vinhos de Mesa
1803 ;Brasil                          ;2022 ;      2504 ;     952 ;Brasil ;Vinhos de Mesa
1804 ;Bulgária                        ;2022 ;         5 ;      31 ;Brasil ;Vinhos de Mesa
1805 ;Cabo Verde                      ;2022 ;         0 ;       0 ;Brasil ;Vinhos de Mesa
1806 ;Camarões                        ;2022 ;         0 ;       0 ;Brasil ;Vinhos de Mesa
1807 ;Canadá                          ;2022 ;      1183 ;    5784 ;Brasil ;Vinhos de Mesa
1808 ;Catar                           ;2022 ;         0 ;       0 ;Brasil ;Vinhos de Mesa
1809 ;Cayman, Ilhas                   ;2022 ;       160 ;     958 ;Brasil ;Vinhos de Mesa
1810 ;Chile                           ;2022 ;      2094 ;    7986 ;Brasil ;Vinhos de Mesa
1811 ;China                           ;2022 ;    105395 ;  404647 ;Brasil ;Vinhos de Mesa
1812 ;Chipre                          ;2022 ;      1521 ;    4458 ;Brasil ;Vinhos de Mesa
1813 ;Cingapura                       ;2022 ;         0 ;       0 ;Brasil ;Vinhos de Mesa
1814 ;Cocos (Keeling), Ilhas          ;2022 ;        26 ;      60 ;Brasil ;Vinhos de Mesa
1815 ;Colômbia                        ;2022 ;      8217 ;   14068 ;Brasil ;Vinhos de Mesa
1816 ;Comores                         ;2022 ;         0 ;       0 ;Brasil ;Vinhos de Mesa
1817 ;Congo                           ;2022 ;         0 ;       0 ;Brasil ;Vinhos de Mesa
1818 ;Coreia, Republica Sul           ;2022 ;        77 ;     257 ;Brasil ;Vinhos de Mesa
1819 ;Costa do Marfim                 ;2022 ;         0 ;       0 ;Brasil ;Vinhos de Mesa
1820 ;Costa Rica                      ;2022 ;         0 ;       0 ;Brasil ;Vinhos de Mesa
1821 ;Croácia                         ;2022 ;        34 ;     484 ;Brasil ;Vinhos de Mesa
1822 ;Cuba                            ;2022 ;        16 ;       6 ;Brasil ;Vinhos de Mesa
1823 ;Curaçao                         ;2022 ;     40673 ;   66950 ;Brasil ;Vinhos de Mesa
1824 ;Dinamarca                       ;2022 ;         2 ;       6 ;Brasil ;Vinhos de Mesa
1825 ;Dominica                        ;2022 ;      1485 ;    2223 ;Brasil ;Vinhos de Mesa
1826 ;El Salvador                     ;2022 ;         0 ;       0 ;Brasil ;Vinhos de Mesa
1827 ;Emirados Arabes Unidos          ;2022 ;      4781 ;   85465 ;Brasil ;Vinhos de Mesa
1828 ;Equador                         ;2022 ;       135 ;     210 ;Brasil ;Vinhos de Mesa
1829 ;Eslovaca, Republica             ;2022 ;         0 ;       0 ;Brasil ;Vinhos de Mesa
1830 ;Espanha                         ;2022 ;         0 ;       0 ;Brasil ;Vinhos de Mesa
1831 ;Estados Unidos                  ;2022 ;    220373 ;  447893 ;Brasil ;Vinhos de Mesa
1832 ;Estônia                         ;2022 ;         0 ;       0 ;Brasil ;Vinhos de Mesa
1833 ;Filipinas                       ;2022 ;       375 ;     790 ;Brasil ;Vinhos de Mesa
1834 ;Finlândia                       ;2022 ;         0 ;       0 ;Brasil ;Vinhos de Mesa
1835 ;França                          ;2022 ;      5694 ;   25008 ;Brasil ;Vinhos de Mesa
1836 ;Gana                            ;2022 ;     35949 ;   49304 ;Brasil ;Vinhos de Mesa
1837 ;Gibraltar                       ;2022 ;         0 ;       0 ;Brasil ;Vinhos de Mesa
1838 ;Granada                         ;2022 ;      5610 ;    7914 ;Brasil ;Vinhos de Mesa
1839 ;Grécia                          ;2022 ;       920 ;    2426 ;Brasil ;Vinhos de Mesa
1840 ;Guatemala                       ;2022 ;      1283 ;    5350 ;Brasil ;Vinhos de Mesa
1841 ;Guiana                          ;2022 ;      2064 ;    5823 ;Brasil ;Vinhos de Mesa
1842 ;Guiana Francesa                 ;2022 ;        22 ;      18 ;Brasil ;Vinhos de Mesa
1843 ;Guine Bissau                    ;2022 ;         0 ;       0 ;Brasil ;Vinhos de Mesa
1844 ;Guine Equatorial                ;2022 ;         0 ;       0 ;Brasil ;Vinhos de Mesa
1845 ;Haiti                           ;2022 ;    553503 ;  741014 ;Brasil ;Vinhos de Mesa
1846 ;Honduras                        ;2022 ;         0 ;       0 ;Brasil ;Vinhos de Mesa
