;pais;anos;quantidade;valor;origem;tipo
279;Antigua e Barbuda;2011;0;0;Brasil;Vinhos de Mesa
280;Antilhas Holandesas;2011;7335;10188;Brasil;Vinhos de Mesa
281;Arabia Saudita;2011;0;0;Brasil;Vinhos de Mesa
282;Argentina;2011;13253;55460;Brasil;Vinhos de Mesa
283;Aruba;2011;900;1680;Brasil;Vinhos de Mesa
284;Australia;2011;3632;40704;Brasil;Vinhos de Mesa
285;Austria;2011;0;0;Brasil;Vinhos de Mesa
286;Bahamas;2011;4529;28810;Brasil;Vinhos de Mesa
287;Bangladesh;2011;0;0;Brasil;Vinhos de Mesa
288;Barbados;2011;0;0;Brasil;Vinhos de Mesa
289;Barein;2011;0;0;Brasil;Vinhos de Mesa
290;Belgica;2011;11802;62339;Brasil;Vinhos de Mesa
291;Belice;2011;0;0;Brasil;Vinhos de Mesa
292;Benin;2011;0;0;Brasil;Vinhos de Mesa
293;Bermudas;2011;0;0;Brasil;Vinhos de Mesa
294;Bolivia;2011;12775;20215;Brasil;Vinhos de Mesa
295;Bosnia-Herzegovina;2011;0;0;Brasil;Vinhos de Mesa
296;Brasil;2011;0;0;Brasil;Vinhos de Mesa
297;Bulgaria;2011;0;0;Brasil;Vinhos de Mesa
298;Cabo Verde;2011;600;825;Brasil;Vinhos de Mesa
299;Camaroes;2011;0;0;Brasil;Vinhos de Mesa
300;Canada;2011;28906;128076;Brasil;Vinhos de Mesa
301;Catar;2011;0;0;Brasil;Vinhos de Mesa
302;Ilhas Cayman;2011;0;0;Brasil;Vinhos de Mesa
303;Chile;2011;0;0;Brasil;Vinhos de Mesa
304;China;2011;54156;334867;Brasil;Vinhos de Mesa
305;Chipre;2011;0;0;Brasil;Vinhos de Mesa
306;Cingapura;2011;911;3317;Brasil;Vinhos de Mesa
307;Ilhas Cocos (Keeling);2011;0;0;Brasil;Vinhos de Mesa
308;Colombia;2011;0;0;Brasil;Vinhos de Mesa
309;Comores;2011;0;0;Brasil;Vinhos de Mesa
310;Congo;2011;360;570;Brasil;Vinhos de Mesa
311;Coreia do Sul;2011;0;0;Brasil;Vinhos de Mesa
312;Costa do Marfim;2011;0;0;Brasil;Vinhos de Mesa
313;Costa Rica;2011;0;0;Brasil;Vinhos de Mesa
314;Croacia;2011;0;0;Brasil;Vinhos de Mesa
315;Cuba;2011;2880;4899;Brasil;Vinhos de Mesa
316;Curacao;2011;0;0;Brasil;Vinhos de Mesa
317;Dinamarca;2011;32797;83057;Brasil;Vinhos de Mesa
318;Dominica;2011;0;0;Brasil;Vinhos de Mesa
319;El Salvador;2011;0;0;Brasil;Vinhos de Mesa
320;Emirados Arabes Unidos;2011;2120;6594;Brasil;Vinhos de Mesa
321;Equador;2011;0;0;Brasil;Vinhos de Mesa
322;Eslovaquia;2011;0;0;Brasil;Vinhos de Mesa
323;Espanha;2011;5206;24618;Brasil;Vinhos de Mesa
324;Estados Unidos;2011;306787;1030254;Brasil;Vinhos de Mesa
325;Estonia;2011;450;5336;Brasil;Vinhos de Mesa
326;Filipinas;2011;0;0;Brasil;Vinhos de Mesa
327;Finlandia;2011;12404;50394;Brasil;Vinhos de Mesa
328;Franca;2011;0;0;Brasil;Vinhos de Mesa
329;Gana;2011;0;0;Brasil;Vinhos de Mesa
330;Gibraltar;2011;0;0;Brasil;Vinhos de Mesa
331;Granada;2011;0;0;Brasil;Vinhos de Mesa
332;Grecia;2011;0;0;Brasil;Vinhos de Mesa
333;Guatemala;2011;0;0;Brasil;Vinhos de Mesa
334;Guiana;2011;0;0;Brasil;Vinhos de Mesa
335;Guiana Francesa;2011;0;0;Brasil;Vinhos de Mesa
336;Guine Bissau;2011;0;0;Brasil;Vinhos de Mesa
337;Guine Equatorial;2011;956;1979;Brasil;Vinhos de Mesa
338;Haiti;2011;0;0;Brasil;Vinhos de Mesa
339;Honduras;2011;0;0;Brasil;Vinhos de Mesa
340;Hong Kong;2011;2063;7975;Brasil;Vinhos de Mesa
341;Hungria;2011;0;0;Brasil;Vinhos de Mesa
342;Ilha de Man;2011;0;0;Brasil;Vinhos de Mesa
343;Ilhas Virgens;2011;0;0;Brasil;Vinhos de Mesa
344;India;2011;0;0;Brasil;Vinhos de Mesa
345;Indonesia;2011;0;0;Brasil;Vinhos de Mesa
346;Ira;2011;0;0;Brasil;Vinhos de Mesa
347;Iraque;2011;0;0;Brasil;Vinhos de Mesa
348;Irlanda;2011;5376;35690;Brasil;Vinhos de Mesa
349;Italia;2011;11999;80298;Brasil;Vinhos de Mesa
350;Jamaica;2011;0;0;Brasil;Vinhos de Mesa
351;Japao;2011;100835;144662;Brasil;Vinhos de Mesa
352;Jordania;2011;0;0;Brasil;Vinhos de Mesa
353;Letonia;2011;0;0;Brasil;Vinhos de Mesa
354;Libano;2011;0;0;Brasil;Vinhos de Mesa
355;Liberia;2011;0;0;Brasil;Vinhos de Mesa
356;Luxemburgo;2011;9547;65592;Brasil;Vinhos de Mesa
357;Macau;2011;0;0;Brasil;Vinhos de Mesa
358;Malasia;2011;0;0;Brasil;Vinhos de Mesa
359;Malavi;2011;0;0;Brasil;Vinhos de Mesa
360;Malta;2011;0;0;Brasil;Vinhos de Mesa
361;Ilhas Marshall;2011;0;0;Brasil;Vinhos de Mesa
362;Martinica;2011;0;0;Brasil;Vinhos de Mesa
363;Mauritania;2011;0;0;Brasil;Vinhos de Mesa
364;Mexico;2011;1350;7200;Brasil;Vinhos de Mesa
365;Mocambique;2011;0;0;Brasil;Vinhos de Mesa
366;Montenegro;2011;0;0;Brasil;Vinhos de Mesa
367;Namibia;2011;0;0;Brasil;Vinhos de Mesa
368;Nicaragua;2011;0;0;Brasil;Vinhos de Mesa
369;Nigeria;2011;54;210;Brasil;Vinhos de Mesa
370;Noruega;2011;10268;78688;Brasil;Vinhos de Mesa
371;Nova Caledonia;2011;0;0;Brasil;Vinhos de Mesa
372;Nova Zelandia;2011;2587;7992;Brasil;Vinhos de Mesa
373;Oma;2011;0;0;Brasil;Vinhos de Mesa
374;Paises Baixos;2011;125414;395356;Brasil;Vinhos de Mesa
375;Palau;2011;0;0;Brasil;Vinhos de Mesa
376;Panama;2011;0;0;Brasil;Vinhos de Mesa
377;Paraguai;2011;240168;276281;Brasil;Vinhos de Mesa
378;Peru;2011;0;0;Brasil;Vinhos de Mesa
379;Pitcairn;2011;0;0;Brasil;Vinhos de Mesa
380;Polonia;2011;11732;50684;Brasil;Vinhos de Mesa
381;Porto Rico;2011;0;0;Brasil;Vinhos de Mesa
382;Portugal;2011;95;1031;Brasil;Vinhos de Mesa
383;Quenia;2011;0;0;Brasil;Vinhos de Mesa
384;Reino Unido;2011;122629;285642;Brasil;Vinhos de Mesa
385;Republica Dominicana;2011;0;0;Brasil;Vinhos de Mesa
386;Russia;2011;0;0;Brasil;Vinhos de Mesa
387;Sao Cristovao e Nevis;2011;0;0;Brasil;Vinhos de Mesa
388;Sao Tome e Principe;2011;0;0;Brasil;Vinhos de Mesa
389;Sao Vicente e Granadinas;2011;0;0;Brasil;Vinhos de Mesa
390;Senegal;2011;0;0;Brasil;Vinhos de Mesa
391;Serra Leoa;2011;0;0;Brasil;Vinhos de Mesa
392;Singapura;2011;0;0;Brasil;Vinhos de Mesa
393;Suazilandia;2011;0;0;Brasil;Vinhos de Mesa
394;Suecia;2011;1641;14476;Brasil;Vinhos de Mesa
395;Suica;2011;0;0;Brasil;Vinhos de Mesa
396;Suriname;2011;3774;3735;Brasil;Vinhos de Mesa
397;Tailandia;2011;0;0;Brasil;Vinhos de Mesa
398;Taiwan (Formosa);2011;4500;10600;Brasil;Vinhos de Mesa
399;Tanzania;2011;0;0;Brasil;Vinhos de Mesa
400;Republica Tcheca;2011;6846;37271;Brasil;Vinhos de Mesa
401;Togo;2011;0;0;Brasil;Vinhos de Mesa
402;Toquelau;2011;0;0;Brasil;Vinhos de Mesa
403;Trinidade Tobago;2011;0;0;Brasil;Vinhos de Mesa
404;Tunisia;2011;0;0;Brasil;Vinhos de Mesa
405;Turquia;2011;0;0;Brasil;Vinhos de Mesa
406;Tuvalu;2011;0;0;Brasil;Vinhos de Mesa
407;Uruguai;2011;1238;4404;Brasil;Vinhos de Mesa
408;Vanuatu;2011;0;0;Brasil;Vinhos de Mesa
409;Venezuela;2011;0;0;Brasil;Vinhos de Mesa
410;Vietna;2011;0;0;Brasil;Vinhos de Mesa
411;Afeganistao;2012;0;0;Brasil;Vinhos de Mesa
412;Africa do Sul;2012;0;0;Brasil;Vinhos de Mesa
413;Alemanha;2012;8189;56342;Brasil;Vinhos de Mesa
414;Angola;2012;2833;8861;Brasil;Vinhos de Mesa
415;Anguilla;2012;0;0;Brasil;Vinhos de Mesa
416;Antigua e Barbuda;2012;0;0;Brasil;Vinhos de Mesa
417;Antilhas Holandesas;2012;9247;14081;Brasil;Vinhos de Mesa
418;Arabia Saudita;2012;0;0;Brasil;Vinhos de Mesa
419;Argentina;2012;0;0;Brasil;Vinhos de Mesa
420;Aruba;2012;0;0;Brasil;Vinhos de Mesa
421;Australia;2012;9345;56045;Brasil;Vinhos de Mesa
422;Austria;2012;0;0;Brasil;Vinhos de Mesa
423;Bahamas;2012;1374;12087;Brasil;Vinhos de Mesa
424;Bangladesh;2012;0;0;Brasil;Vinhos de Mesa
425;Barbados;2012;0;0;Brasil;Vinhos de Mesa
426;Barein;2012;0;0;Brasil;Vinhos de Mesa
427;Belgica;2012;16132;90718;Brasil;Vinhos de Mesa
428;Belice;2012;0;0;Brasil;Vinhos de Mesa
429;Benin;2012;0;0;Brasil;Vinhos de Mesa
430;Bermudas;2012;0;0;Brasil;Vinhos de Mesa
431;Bolivia;2012;11868;16804;Brasil;Vinhos de Mesa
